Jaime;per:siblings;Tyrion
Jon;per:siblings;Jon
Walder;per:parents;his
Walder;per:children;his
Walder;per:parents;Walder
Ser Stevron;per:children;Ser Ryman
Walder;per:spouse;Walder
Ser Ryman;per:parents;Walder Frey
Walder Frey;per:parents;Ser Ryman
Walder Frey;per:parents;Walder Frey
Walder Frey;per:children;Walder Frey
Walder Frey;per:parents;Lady Catelyn
Walder Frey;per:children;Lady Catelyn
Stevron;per:parents;Aegon Frey
Stevron;per:children;Aegon Frey
Aegon Frey;per:parents;Stevron
Stevron;per:parents;Aegon Frey
Stevron;per:children;Aegon Frey
Aegon Frey;per:parents;Stevron
Lady Frey;per:parents;Stevron
Stevron;per:parents;Aegon Frey
Lady Frey;per:children;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:children;Arwyn
Aegon Frey;per:children;Stevron
Stevron;per:children;Aegon Frey
Arwyn;per:children;Stevron
Stevron;per:children;Arwyn
Arwyn;per:parents;Aegon Frey
Aegon Frey;per:children;Arwyn
Aegon Frey;per:parents;Stevron
Stevron;per:parents;Aegon Frey
Aegon Frey;per:parents;Stevron
Stevron;per:parents;Aegon Frey
Aegon Frey;per:parents;Stevron
Catelyn;per:parents;Frey
Catelyn;per:children;Roslin
Frey;per:children;Roslin
Roslin;per:children;Frey
Benfrey;per:siblings;Benfrey
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:children;Stevron
Stevron;per:children;Aegon Frey
Aegon Frey;per:parents;Edmure
Lucias Vypren;per:siblings;Lythene
Ser Harys;per:parents;Ser Leslyn Haigh
Ser Leslyn Haigh;per:children;Ser Harys
Stevron;per:parents;Aegon Frey
Aegon Frey;per:parents;Stevron
Jon Umber;per:spouse;Ser Wendel Manderly
Robb;per:spouse;Robin Flint
Jon Umber;per:spouse;Robin Flint
Jon Umber;per:parents;Robb
Arya;per:parents;Arya
Frey;per:parents;Walton
Walton;per:parents;Alyx Frey
Alyx Frey;per:parents;Walton
Walda Frey;per:parents;Walton
Walton;per:parents;Robb
Robb;per:parents;Walton
Walton;per:children;Walda Frey
Serra;per:spouse;Robb
Walda Frey;per:parents;Merrett
Ami;per:parents;Merrett
Walda Frey;per:spouse;Roose Bolton
Roose Bolton;per:spouse;Walda Frey
Merrett;per:spouse;Robb
Walder;per:spouse;Robb
Roose Bolton;per:parents;Merrett
Merrett;per:parents;Walder
Merrett;per:children;Merrett
Lady Frey;per:children;Merrett
Walder;per:children;Merrett
Walton;per:children;Alyx
Jon Umber;per:parents;Walton
Walton;per:parents;Robin Flint
Walton;per:parents;Jon Umber
Walton;per:parents;Walda Frey
Robin Flint;per:parents;Walton
Walda Frey;per:parents;Walton
Walton;per:parents;Merrett
Jon Umber;per:parents;Merrett
Walton;per:children;Ser Wendel
Merrett;per:parents;Walton
Ser Wendel;per:parents;Walton
Merrett;per:children;Walda Frey
Merrett;per:parents;Walda Frey
Ser Wendel;per:children;Merrett
Walda Frey;per:parents;Walton
Merrett;per:children;Ser Wendel
Walton;per:children;Jon Umber
Walda Frey;per:parents;Merrett
Walda Frey;per:children;Walton
Jon Umber;per:parents;Walton
Merrett;per:parents;Jon Umber
Ser Wendel;per:parents;Walda Frey
Walton;per:children;Walda Frey
Walda Frey;per:parents;Merrett
Merrett;per:children;Walda Frey
Merrett;per:parents;Walda Frey
Merrett;per:parents;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:children;Walda Frey
Merrett;per:parents;Walda Frey
Merrett;per:parents;Merrett
Walda Frey;per:children;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Stevron;per:parents;Stevron
Stevron;per:parents;Aegon Frey
Aegon Frey;per:children;Stevron
Aegon Frey;per:children;Aegon Frey
Aegon Frey;per:parents;Aegon Frey
Stevron;per:children;Aegon Frey
Aegon Frey;per:parents;Stevron
Stevron;per:children;Stevron
Walda Frey;per:parents;Merrett
Merrett;per:children;Walda Frey
Merrett;per:parents;Walda Frey
Merrett;per:children;Merrett
Walda Frey;per:children;Walda Frey
Walda Frey;per:children;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Merrett;per:parents;Uncle Edmure
Walda Frey;per:parents;Merrett
Merrett;per:children;Walda Frey
her;per:children;Merrett
Merrett;per:children;her
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Ser Danwell Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Freys;per:parents;Merrett
Merrett;per:parents;Ser Marq Piper
Merrett;per:parents;Walda Frey
Ser Marq Piper;per:parents;Merrett
Merrett;per:parents;Ser Danwell Frey
Lady Maege;per:parents;Lady Maege
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Ser Aenys;per:parents;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Merrett;per:children;Walder Frey
Walda Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Walder Frey;per:parents;Walda Frey
Stevron;per:parents;Aegon Frey
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Walda Frey;per:parents;Merrett
Merrett;per:children;Walda Frey
Ser Marq Piper;per:children;Merrett
Bolton;per:parents;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Merrett;per:children;Walda Frey
Merrett;per:children;Maege
Maege;per:children;Merrett
Walda Frey;per:children;Merrett
Bolton;per:parents;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:children;Walda Frey
Merrett;per:children;Bolton
Merrett;per:parents;Walda Frey
Bolton;per:children;Merrett
Merrett;per:parents;Merrett
Walda Frey;per:children;Merrett
Lady Maege;per:parents;Maege
Maege;per:children;Lady Maege
Stevron;per:parents;Aegon Frey
Aegon Frey;per:children;Stevron
Aegon Frey;per:children;Aegon Frey
Aegon Frey;per:parents;Aegon Frey
Stevron;per:children;Aegon Frey
Aegon Frey;per:parents;Stevron
Maege;per:children;Walder
Walder Grace;per:children;Maege
Lady Maege;per:children;Walder Grace
Maege;per:children;Walder Grace
Walder;per:children;Maege
Maege;per:children;Lady Maege
Lady Maege;per:children;Maege
Walder Grace;per:children;Walder
Lady Maege;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Stevron;per:parents;Aegon Frey
Jon Umber;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:children;Stevron
Stevron;per:parents;Aegon Frey
Stevron;per:children;Aegon Frey
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Walda Frey;per:parents;Merrett
Merrett;per:children;Catelyn
Merrett;per:parents;Walda Frey
Catelyn;per:parents;Merrett
Stevron;per:parents;Aegon Frey
Aegon Frey;per:parents;Stevron
his;per:children;his
Stevron;per:parents;Aegon Frey
Aegon Frey;per:parents;Stevron
Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:children;Stevron
Ser Ryman;per:parents;Catelyn
Ser Ryman;per:parents;Ser Ryman
Arya;per:children;Freys
Frey;per:children;Freys
Arya;per:siblings;Arya
Tyrion;per:spouse;Tyrion
Sansa;per:spouse;his
his;per:spouse;Sansa
Tyrion;per:spouse;his
his;per:spouse;Tyrion
Tyrion;per:spouse;Sansa
his;per:spouse;his
Robert;per:spouse;Joffrey
Baelor Targaryen;per:parents;Daeron II
Devan;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;Shireen
Shireen;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Maester Cressen;per:children;Devan
Devan;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Davos;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:children;Devan
King Baelor;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:children;Devan
Devan;per:children;Shireen
His;per:children;His
Devan;per:parents;His
His;per:children;Devan
Devan;per:children;His
His;per:children;Shireen
Shireen;per:children;Devan
Devan;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Cressen;per:children;Devan
Maester Pylos;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:siblings;Celtigar
Devan;per:siblings;Devan
Celtigar;per:siblings;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:children;Devan
Stannis;per:children;Devan
Devan;per:parents;His
Stannis;per:children;Devan Hand
His;per:children;Devan
Devan Hand;per:parents;His
Devan Hand;per:children;Devan
His;per:children;Devan Hand
Davos;per:children;Devan
Devan;per:children;Devan Hand
Devan;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Devan;per:parents;His
His;per:children;Devan
Lightbringer;per:spouse;Maester
Azor Ahai;per:spouse;Maester
Rast Cook;per:parents;Rast Cook
his;per:siblings;his
his;per:siblings;him
him;per:siblings;his
his;per:siblings;his
Ryswell;per:children;Ryswell
Meera;per:siblings;Jojen
Jojen;per:siblings;Meera
Jon;per:siblings;Jon Snow
Jon Snow;per:siblings;Jon
Robert I Baratheon;per:siblings;Her
Tyrion;per:spouse;his
his;per:spouse;Tyrion
his;per:spouse;his
Tyrion;per:spouse;Tyrion
Sansa;per:spouse;his
his;per:spouse;Sansa
Sansa;per:spouse;Tyrion
Tyrion;per:spouse;his
his;per:spouse;Tyrion
Tyrion;per:spouse;Sansa
his;per:spouse;his
her;per:siblings;her
her;per:siblings;Robb Stark
Varys;per:siblings;his
Garlan Tyrell;per:siblings;Varys
his;per:siblings;Garlan Tyrell
Varys;per:siblings;Garlan Tyrell
his;per:siblings;his
his;per:siblings;Varys
Garlan Tyrell;per:siblings;his
Sansa;per:parents;Shae
Shae;per:parents;Sansa
Sansa;per:parents;Sansa
her;per:spouse;Ser Tallad
Ser Tallad;per:spouse;her
Sansa;per:siblings;her
her;per:siblings;Sansa
Rickon;per:parents;Septa Mordane
her;per:parents;Septa Mordane
Arya;per:parents;Septa Mordane
Aemon Targaryen;per:parents;Aemon Targaryen
Joffrey Baratheon;per:siblings;Robb
her;per:spouse;her
Mace Tyrell;per:spouse;Ser Garlan Tyrell
Ser Garlan Tyrell;per:spouse;Lady Leonette
Cersei;per:parents;King Joffrey
King Joffrey;per:children;Robb Stark
Robb Stark;per:parents;King Joffrey
Robb Stark;per:parents;Cersei
King Joffrey;per:parents;Cersei
Lady Olenna Tyrell;per:parents;Lady Alerie
Lady Alerie;per:children;Lady Olenna Tyrell
His;per:siblings;His
Sansa;per:parents;Joffrey Baratheon
Joffrey Baratheon;per:parents;Sansa
she;per:parents;Riverrun
Joffrey;per:siblings;Joffrey
Joffrey;per:siblings;His
His;per:siblings;Joffrey
His;per:siblings;His
His;per:siblings;His
Ser Gregor Clegane;per:siblings;Tyrion
Garlan Tyrell Baratheon;per:siblings;Garlan Tyrell Baratheon
Margaery;per:spouse;Tommen
Tommen;per:spouse;Margaery
Jaime;per:parents;Jaime
Jaime;per:children;Jaime
Devan;per:parents;his
his;per:children;Devan
Jon;per:siblings;Jon
her;per:siblings;She
She;per:siblings;She
She;per:siblings;her
Her;per:siblings;Her
She;per:siblings;She
Her;per:siblings;She
She;per:siblings;Her
Sandor Clegane;per:siblings;Sandor Clegane
Sandor Clegane;per:siblings;him
him;per:siblings;Sandor Clegane
her;per:siblings;Brynden Tully
Arya;per:siblings;Brynden Tully
her;per:siblings;Arya
her;per:siblings;her
Arya;per:siblings;Arya
Arya;per:siblings;her
his;per:spouse;his
Her;per:spouse;Lady Tanda
Lady Tanda;per:spouse;Her
Joffrey;per:siblings;Myrcella
Ser Gregor Clegane;per:siblings;Elia
Elia;per:siblings;Elia
Elia;per:siblings;Ser Gregor Clegane
Tywin;per:siblings;Robert
Robert;per:siblings;Tywin
His;per:children;Joffrey
His;per:children;his
His;per:children;His
His;per:siblings;his
His;per:siblings;His
Joffrey;per:siblings;His
Joffrey;per:siblings;his
his;per:siblings;Joffrey
his;per:siblings;His
his;per:siblings;his
His;per:parents;His
His;per:siblings;Joffrey
Loras Tyrell;per:siblings;Ser Garlan
Ser Garlan;per:siblings;Loras Tyrell
his;per:siblings;Cersei Lannister
Cersei Lannister;per:siblings;Cersei Lannister
his;per:siblings;Cersei Lannister
Cersei Lannister;per:siblings;his
his;per:siblings;Cersei Lannister
Jaime;per:siblings;Jaime
he;per:siblings;Jaime
Jaime;per:siblings;he
he;per:siblings;he
Aemon Aemon Targaryen;per:parents;Aemon Aemon Targaryen
She;per:spouse;She
her;per:children;Joffrey
him;per:parents;him
Jon;per:spouse;his
his;per:spouse;Jon
Jon;per:spouse;Jon
Jon;per:spouse;Jon
Shae;per:children;Kevan
his;per:children;Kevan
his;per:children;his
Oberyn;per:children;his
Mace Tyrell;per:children;his
his;per:parents;his
Ser Gregor Clegane;per:siblings;Oberyn Martell
Doran;per:spouse;Lady of Winterfell
Tywin;per:children;Prince Oberyn
His;per:children;Tywin
Prince Oberyn;per:spouse;Cersei Lannister
Elia of Dorne;per:spouse;Prince Oberyn
Cersei Lannister;per:spouse;Prince Oberyn
Prince Oberyn;per:spouse;Elia of Dorne
Tywin;per:siblings;Ser Kevan
Ser Kevan;per:siblings;Tywin
Ser Jorah;per:children;Westeros
Westeros;per:children;Ser Jorah
She;per:children;Rhaego
Rhaego;per:parents;She
Rhaego;per:parents;her
her;per:children;Rhaego
Rhaego;per:parents;her
Rhaego;per:children;Rhaego
her;per:children;Rhaego
Rhaego;per:parents;her
her;per:children;Rhaego
Rhaego;per:parents;her
She;per:children;Rhaego
her;per:children;Rhaego
Rhaego;per:parents;her
She;per:children;Rhaego
her;per:children;Rhaego
Rhaego;per:parents;her
her;per:children;Rhaego
Rhaego;per:parents;her
her;per:children;Rhaego
Daenerys Targaryen;per:parents;Rhaegar
Jaehaerys;per:parents;Rhaegar
Daenerys Targaryen;per:parents;his
his;per:parents;Rhaegar
Jaehaerys;per:parents;Daenerys Targaryen
Rhaegar;per:parents;Rhaegar
Rhaegar;per:siblings;his
Daenerys Targaryen;per:siblings;his
his;per:parents;Jaehaerys
Jaehaerys;per:parents;his
Rhaegar;per:parents;his
Jaehaerys;per:parents;Jaehaerys
Daenerys Targaryen;per:parents;Jaehaerys
Rhaegar;per:parents;Jaehaerys
his;per:siblings;his
his;per:parents;his
Ser Emmon Frey;per:spouse;Lady Genna
Ser Addam;per:spouse;his
Gawen Westerling;per:spouse;Gawen Westerling
Jeyne;per:spouse;Ser Addam
Jeyne;per:children;Jeyne
Gawen Westerling;per:spouse;Ser Kevan
Jeyne;per:parents;his
Ser Addam;per:spouse;Ser Kevan
Ser Kevan;per:parents;Gawen Westerling
his;per:children;Jeyne
Jeyne;per:parents;Gawen Westerling
Gawen Westerling;per:children;his
Ser Addam;per:spouse;Ser Addam
his;per:spouse;his
Ser Addam;per:spouse;Jeyne
Ser Kevan;per:parents;Ser Addam
Gawen Westerling;per:spouse;his
Gawen Westerling;per:spouse;Ser Addam
his;per:spouse;Ser Kevan
his;per:spouse;Gawen Westerling
Jeyne;per:parents;Ser Addam
his;per:spouse;Ser Addam
Gawen Westerling;per:children;Ser Kevan
Ser Addam;per:children;Jeyne
Ser Addam;per:spouse;Gawen Westerling
Gawen Westerling;per:children;Jeyne
Ser Kevan;per:children;Jeyne
Ramsay;per:parents;Bolton
Bolton;per:children;Ramsay
Jaime;per:siblings;his
his;per:siblings;his
his;per:siblings;Jaime
Jaime;per:spouse;Robert Baratheon
Robert Baratheon;per:spouse;Jaime
Lady Catelyn;per:children;Lady Catelyn
his;per:parents;Roose Bolton
Roose Bolton;per:parents;Steelshanks Walton
Steelshanks Walton;per:children;his
Steelshanks Walton;per:parents;Steelshanks Walton
his;per:parents;Steelshanks Walton
Roose Bolton;per:children;his
Steelshanks Walton;per:children;his
his;per:parents;Steelshanks Walton
Jon;per:spouse;Robb
Jon;per:parents;Robb
Jon;per:parents;Jon
his;per:siblings;Ser Gregor
Ser Gregor;per:siblings;Ser Gregor
her;per:siblings;Arya
her;per:siblings;her
Arya;per:siblings;her
Lysa;per:spouse;Lady Lysa
Sansa Stark;per:siblings;Sansa Stark
Sansa Stark;per:siblings;Polliver
Val;per:siblings;Val
Mance Rayder;per:children;Samwell Tarly
Mance Rayder;per:children;Aemon Steelsong
Jon;per:siblings;Jon
Samwell Tarly;per:siblings;his
Samwell Tarly;per:siblings;Samwell Tarly
his;per:siblings;Samwell Tarly
Aemon Aemon Targaryen;per:parents;Jon
Arya;per:siblings;She
She;per:siblings;Arya
Eon Hunter;per:children;Eon Hunter
Eon Hunter;per:parents;Eon Hunter
Sansa;per:spouse;Sansa
Nestor Royce;per:children;Myranda
Myranda;per:children;Myranda
Myranda;per:parents;Nestor Royce
Nestor Royce;per:children;Nestor Royce
his;per:children;Myranda
Myranda;per:children;Nestor Royce
Myranda;per:parents;his
his;per:children;Myranda
Myranda;per:parents;his
Nestor;per:children;Myranda
Lady Lysa;per:parents;Robert
Lady Lysa;per:children;Myranda
Myranda;per:parents;Robert
Robert;per:children;Myranda
his;per:children;Myranda
Nestor;per:children;Lady Lysa
Myranda;per:parents;his
Jon;per:spouse;Jon
Jon;per:spouse;Petyr
Petyr;per:spouse;Jon
Lysa;per:parents;Lady Lysa
Lady Lysa;per:spouse;Robert
Petyr;per:parents;Catelyn
Catelyn;per:children;Petyr
his;per:parents;his
Merrett;per:parents;his
his;per:children;his
his;per:parents;Merrett
his;per:children;Merrett
Merrett;per:children;his
Merrett;per:parents;Merrett
his;per:parents;his
his;per:parents;his
his;per:parents;his
his;per:parents;Merrett
his;per:parents;his
Petyr Albett;per:parents;his
his;per:children;his
his;per:parents;Petyr Albett
his;per:parents;his
Merrett;per:siblings;Walder
Walder;per:siblings;Merrett
Walder;per:spouse;his
his;per:spouse;Merrett
Merrett;per:spouse;his
Walder Frey;per:parents;Walder Frey
Walder Frey;per:parents;Walton
Walder Frey;per:children;Walton
Walton;per:children;Walton
Walder Frey;per:parents;Edwyn
Walder Frey;per:children;Edwyn
Walda Frey;per:children;Edwyn
Walder Frey;per:parents;Walda Frey
Walton;per:parents;Walda Frey
Walda Frey;per:parents;Walton
Edwyn;per:children;Walder Frey
Walder Frey;per:parents;Walder Frey
Walton;per:parents;Edwyn
Walton;per:parents;Walder Frey
Walda Frey;per:children;Walton
Walda Frey;per:children;Walda Frey
Walda Frey;per:parents;Walda Frey
Walder Frey;per:children;Walda Frey
Walton;per:children;Walda Frey
Walda Frey;per:children;Walder Frey
Walton;per:children;Edwyn
Walda Frey;per:parents;Edwyn
Walton;per:children;Walder Frey
Walda Frey;per:parents;Walder Frey
Walton;per:parents;Walton
Edwyn;per:parents;Walder Frey
Edwyn;per:children;Walda Frey
Edwyn;per:parents;Walton
Edwyn;per:parents;Walda Frey
Edwyn;per:children;Walton
Walton;per:parents;Walda Frey
Walda Frey;per:parents;Walton
Walton;per:parents;Walton
Walda Frey;per:children;Walton
Merrett;per:parents;Walton
Walton;per:children;Walton
Merrett;per:children;Walda Frey
Walda Frey;per:children;Walda Frey
Walton;per:parents;Walda Frey
Walton;per:children;Merrett
Walda Frey;per:children;Merrett
Walda Frey;per:parents;Walton
Walton;per:children;Walda Frey
Merrett;per:children;Walton
Walton;per:parents;Walton
Walda Frey;per:children;Walton
Walton;per:children;Walton
Walton;per:parents;Walda Frey
Walda Frey;per:parents;Walton
Petyr Albett;per:children;Walton
Walton;per:children;Petyr Albett
Walton;per:children;Walda Frey
Walder;per:parents;His
Ser Ryman;per:parents;Stevron
Stevron;per:children;Ser Ryman
Ser Ryman;per:children;Walder Frey
Ryman;per:children;Walder Frey
Edwyn;per:parents;Stevron
Stevron;per:children;Ryman
Ryman;per:children;Edwyn
Walder Frey;per:parents;Stevron
Stevron;per:children;Walder Frey
Edwyn;per:children;Ser Ryman
Walder Frey;per:parents;Ryman
Ryman;per:children;Ser Ryman
Ser Ryman;per:parents;Stevron
Stevron;per:children;Edwyn
Walder Frey;per:children;Ser Ryman
Ser Ryman;per:children;Edwyn
Stevron;per:children;Ser Ryman
Edwyn;per:parents;Ryman
his;per:spouse;Sumner
Sumner;per:spouse;Sumner
his;per:spouse;his
Sumner;per:spouse;his
Ami;per:spouse;Ami
Ami;per:spouse;His
Baelor Targaryen;per:parents;Daeron II
Baelor Targaryen;per:parents;Baelor Targaryen
Daeron II;per:children;Baelor Targaryen
Baelor Targaryen;per:parents;Daeron II
Aegon Frey;per:parents;Stevron
Ser Garse Goodbrook;per:spouse;Kyra
